"S-8cec59","A-3c1a3f","Enterprise","14","2786.00","33432.00","FALSE","FALSE","FALSE","TRUE","monthly","TRUE","2023-08","2023-12","2023-12-23","2024-04-12"
"S-0f6f44","A-9b9fe9","Pro","17","833.00","9996.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-10","2024-06","2024-06-11",\N
"S-51c0d1","A-659280","Enterprise","62","0.00","0.00","TRUE","TRUE","FALSE","FALSE","annual","FALSE","2023-11","2024-11","2024-11-25",\N
"S-f81687","A-e7a1e2","Enterprise","5","995.00","11940.00","FALSE","FALSE","FALSE","TRUE","monthly","TRUE","2024-07","2024-11","2024-11-23","2024-12-13"
"S-cff5a2","A-ba6516","Enterprise","27","5373.00","64476.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-01","2024-01","2024-01-10",\N
"S-4b9b13","A-fa2041","Pro","15","735.00","8820.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-06","2024-08","2024-08-13",\N
"S-dceac6","A-417d2f","Enterprise","4","796.00","9552.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-07","2023-12","2023-12-30",\N
"S-8cad7b","A-5f2961","Basic","16","304.00","3648.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-11","2024-12","2024-12-23",\N
"S-24796e","A-cc8c8f","Enterprise","23","4577.00","54924.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2024-06","2024-11","2024-11-27",\N
"S-d0c344","A-80eeb6","Pro","22","1078.00","12936.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2023-07","2024-10","2024-10-27",\N
"S-477506","A-f03140","Pro","27","1323.00","15876.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-12","2024-02","2024-02-06",\N
"S-79a9e1","A-3a5ad8","Enterprise","22","0.00","0.00","TRUE","FALSE","FALSE","FALSE","annual","TRUE","2023-12","2024-12","2024-12-25",\N
"S-59dc4b","A-f17767","Pro","26","1274.00","15288.00","FALSE","TRUE","TRUE","FALSE","monthly","TRUE","2023-02","2023-09","2023-09-17",\N
"S-7acd8b","A-7920cc","Basic","39","741.00","8892.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-11","2024-07","2024-07-17",\N
"S-428e9a","A-8ae3fc","Enterprise","88","0.00","0.00","TRUE","FALSE","FALSE","FALSE","monthly","TRUE","2024-07","2024-10","2024-10-12",\N
"S-486088","A-0cc442","Pro","45","2205.00","26460.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-07","2024-09","2024-09-18",\N
"S-13939b","A-86902e","Pro","34","0.00","0.00","TRUE","FALSE","FALSE","TRUE","monthly","TRUE","2023-07","2023-07","2023-07-21","2024-08-03"
"S-9333c5","A-ef84cf","Basic","8","152.00","1824.00","FALSE","FALSE","FALSE","TRUE","annual","FALSE","2024-03","2024-06","2024-06-06","2024-08-13"
"S-37e3ad","A-b30291","Basic","5","95.00","1140.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-04","2024-04","2024-04-25",\N
"S-b17d04","A-e19ff6","Pro","8","392.00","4704.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-08","2024-03","2024-03-06",\N
"S-c27134","A-dec005","Pro","21","0.00","0.00","TRUE","FALSE","FALSE","FALSE","monthly","TRUE","2023-10","2024-03","2024-03-31",\N
"S-3bd427","A-2e3bad","Basic","61","1159.00","13908.00","FALSE","FALSE","FALSE","TRUE","monthly","TRUE","2023-08","2024-12","2024-12-04","2024-12-27"
"S-82989b","A-f5641b","Basic","31","589.00","7068.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-04","2024-11","2024-11-30",\N
"S-082b15","A-aa9511","Enterprise","97","19303.00","231636.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-10","2024-02","2024-02-09",\N
"S-434140","A-075038","Pro","17","833.00","9996.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-07","2024-02","2024-02-25",\N
"S-c07ede","A-cea1f0","Pro","8","392.00","4704.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2024-06","2024-10","2024-10-07",\N
"S-287914","A-a1b80b","Pro","16","784.00","9408.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-03","2024-08","2024-08-15",\N
"S-b3bd43","A-b2225d","Pro","50","2450.00","29400.00","FALSE","FALSE","FALSE","FALSE","monthly","FALSE","2024-04","2024-11","2024-11-03",\N
"S-4c82da","A-b9eed8","Pro","11","539.00","6468.00","FALSE","FALSE","FALSE","FALSE","monthly","FALSE","2024-03","2024-08","2024-08-01",\N
"S-c75159","A-bcf87c","Enterprise","31","6169.00","74028.00","FALSE","FALSE","FALSE","TRUE","monthly","TRUE","2024-07","2024-08","2024-08-22","2024-09-28"
"S-b5643b","A-9f9299","Enterprise","28","5572.00","66864.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2023-11","2024-06","2024-06-11",\N
"S-49a9aa","A-10b8f2","Basic","51","969.00","11628.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-02","2023-06","2023-06-16",\N
"S-2877e6","A-95b24a","Enterprise","38","0.00","0.00","TRUE","TRUE","TRUE","FALSE","monthly","TRUE","2023-07","2024-06","2024-06-28",\N
"S-8c10c1","A-0651a4","Enterprise","65","12935.00","155220.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-10","2024-12","2024-12-25",\N
"S-d7d398","A-fb186e","Enterprise","29","0.00","0.00","TRUE","FALSE","FALSE","FALSE","annual","TRUE","2024-11","2024-12","2024-12-28",\N
"S-ddad91","A-40906c","Enterprise","92","0.00","0.00","TRUE","FALSE","FALSE","FALSE","annual","FALSE","2024-05","2024-06","2024-06-21",\N
"S-6762fa","A-40a557","Enterprise","16","3184.00","38208.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-01","2024-02","2024-02-12",\N
"S-bb1cf1","A-3a5ad8","Enterprise","9","0.00","0.00","TRUE","TRUE","FALSE","FALSE","monthly","FALSE","2023-12","2024-09","2024-09-07",\N
"S-a805a5","A-2789e3","Basic","33","627.00","7524.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-09","2024-09","2024-09-18",\N
"S-da0a69","A-49b828","Pro","6","294.00","3528.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-05","2023-05","2023-05-11",\N
"S-59c5d7","A-c16b88","Basic","35","665.00","7980.00","FALSE","TRUE","FALSE","FALSE","monthly","TRUE","2024-03","2024-10","2024-10-19",\N
"S-d3faae","A-5c9849","Basic","19","361.00","4332.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-11","2024-11","2024-11-12",\N
"S-73a4e4","A-993085","Pro","31","1519.00","18228.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-08","2024-09","2024-09-09",\N
"S-35c8a3","A-e4144b","Enterprise","41","8159.00","97908.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-11","2024-12","2024-12-22",\N
"S-99fbf7","A-7dacce","Enterprise","12","2388.00","28656.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-09","2024-09","2024-09-10",\N
"S-e97b9f","A-a0ca4e","Enterprise","12","2388.00","28656.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-03","2024-03","2024-03-16",\N
"S-763d33","A-ef84cf","Basic","23","437.00","5244.00","FALSE","FALSE","TRUE","FALSE","annual","FALSE","2024-03","2024-07","2024-07-25",\N
"S-323782","A-7920cc","Basic","39","741.00","8892.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-11","2024-02","2024-02-22",\N
"S-1cff18","A-2789e3","Basic","11","209.00","2508.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-09","2024-10","2024-10-03",\N
"S-ad39ef","A-e40f45","Pro","21","0.00","0.00","TRUE","TRUE","FALSE","FALSE","annual","TRUE","2024-05","2024-08","2024-08-25",\N
"S-bf806d","A-7c5768","Basic","62","1178.00","14136.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-03","2024-09","2024-09-21",\N
"S-36f6ec","A-ccb686","Pro","21","1029.00","12348.00","FALSE","TRUE","FALSE","FALSE","monthly","TRUE","2024-02","2024-08","2024-08-16",\N
"S-aff55c","A-bb2f49","Pro","8","0.00","0.00","TRUE","FALSE","FALSE","TRUE","monthly","TRUE","2023-06","2024-01","2024-01-14","2024-12-29"
"S-b9fc6c","A-2ebb4b","Basic","41","779.00","9348.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-06","2023-06","2023-06-16",\N
"S-7f8cd8","A-53f4e3","Enterprise","20","3980.00","47760.00","FALSE","FALSE","FALSE","TRUE","monthly","TRUE","2024-06","2024-09","2024-09-18","2024-11-17"
"S-e912e6","A-a8d89d","Enterprise","78","15522.00","186264.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-12","2023-12","2023-12-12",\N
"S-fef85a","A-7f8241","Pro","34","1666.00","19992.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-03","2024-08","2024-08-06",\N
"S-36d5c9","A-54ecc2","Enterprise","11","2189.00","26268.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-08","2023-09","2023-09-16",\N
"S-b9ff15","A-95b24a","Enterprise","43","8557.00","102684.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2023-07","2024-01","2024-01-08",\N
"S-10bd09","A-bbc346","Basic","50","950.00","11400.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-08","2024-09","2024-09-03",\N
"S-12bfc8","A-31ab9a","Enterprise","29","5771.00","69252.00","FALSE","FALSE","FALSE","FALSE","monthly","FALSE","2024-03","2024-12","2024-12-06",\N
"S-f5c472","A-faa28c","Basic","48","912.00","10944.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-02","2024-07","2024-07-09",\N
"S-dbc1ca","A-8adedc","Enterprise","14","2786.00","33432.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-02","2024-04","2024-04-24",\N
"S-dc6dfd","A-e08cd3","Pro","67","3283.00","39396.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-09","2024-09","2024-09-30",\N
"S-b2d472","A-bcf87c","Enterprise","10","1990.00","23880.00","FALSE","FALSE","FALSE","TRUE","annual","FALSE","2024-07","2024-08","2024-08-27","2024-12-11"
"S-9dfce0","A-e6afc1","Pro","2","98.00","1176.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-05","2024-08","2024-08-30",\N
"S-9cb6a7","A-7f29a7","Basic","41","779.00","9348.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-09","2024-12","2024-12-21",\N
"S-dabcd2","A-3ce5b8","Pro","28","0.00","0.00","TRUE","FALSE","FALSE","FALSE","monthly","TRUE","2023-12","2024-09","2024-09-22",\N
"S-8c3cc8","A-b2225d","Basic","47","0.00","0.00","TRUE","FALSE","FALSE","FALSE","monthly","TRUE","2024-04","2024-10","2024-10-17",\N
"S-2923fc","A-fa3095","Enterprise","70","13930.00","167160.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2023-09","2024-07","2024-07-08",\N
"S-f0a2e5","A-55f257","Basic","23","0.00","0.00","TRUE","FALSE","FALSE","FALSE","annual","TRUE","2024-01","2024-06","2024-06-05",\N
"S-025bea","A-9affe6","Pro","17","833.00","9996.00","FALSE","TRUE","FALSE","FALSE","monthly","TRUE","2023-04","2024-06","2024-06-25",\N
"S-0e499f","A-296d7c","Pro","16","784.00","9408.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2024-01","2024-08","2024-08-17",\N
"S-0267b7","A-65a46c","Enterprise","13","0.00","0.00","TRUE","FALSE","FALSE","TRUE","monthly","TRUE","2024-03","2024-10","2024-10-17","2024-12-04"
"S-b5b9a5","A-812c5b","Basic","55","1045.00","12540.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-04","2024-07","2024-07-25",\N
"S-8e45ba","A-7f8241","Basic","34","646.00","7752.00","FALSE","FALSE","FALSE","FALSE","annual","FALSE","2023-03","2023-12","2023-12-13",\N
"S-37ed34","A-d4ac0e","Enterprise","20","3980.00","47760.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-05","2024-07","2024-07-07",\N
"S-65dbf3","A-17939a","Basic","36","684.00","8208.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-12","2024-12","2024-12-28",\N
"S-ce5450","A-0a282f","Pro","8","0.00","0.00","TRUE","FALSE","FALSE","TRUE","annual","TRUE","2024-08","2024-12","2024-12-25","2024-12-28"
"S-6c969d","A-855a48","Basic","14","266.00","3192.00","FALSE","FALSE","FALSE","FALSE","monthly","FALSE","2024-01","2024-05","2024-05-08",\N
"S-522aef","A-f3ff05","Pro","4","196.00","2352.00","FALSE","FALSE","FALSE","FALSE","annual","TRUE","2024-08","2024-08","2024-08-22",\N
"S-82db05","A-417d2f","Pro","26","1274.00","15288.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2023-07","2024-12","2024-12-09",\N
"S-162596","A-462d45","Pro","18","0.00","0.00","TRUE","FALSE","FALSE","FALSE","monthly","TRUE","2024-01","2024-02","2024-02-29",\N
"S-f703bd","A-202b67","Pro","11","539.00","6468.00","FALSE","FALSE","FALSE","FALSE","monthly","TRUE","2024-03","2024-09","2024-09-04",\N
