"S-8cec59","A-3c1a3f","2023-12-23","Enterprise","14","2786.00","33432.00","False","False","False","True","monthly","True","2023-08","2024-04-12"
"S-0f6f44","A-9b9fe9","2024-06-11","Pro","17","833.00","9996.00","False","False","False","False","monthly","True","2023-10",\N
"S-51c0d1","A-659280","2024-11-25","Enterprise","62","0.00","0.00","True","True","False","False","annual","False","2023-11",\N
"S-f81687","A-e7a1e2","2024-11-23","Enterprise","5","995.00","11940.00","False","False","False","True","monthly","True","2024-07","2024-12-13"
"S-cff5a2","A-ba6516","2024-01-10","Enterprise","27","5373.00","64476.00","False","False","False","False","monthly","True","2024-01",\N
"S-4b9b13","A-fa2041","2024-08-13","Pro","15","735.00","8820.00","False","False","False","False","monthly","True","2024-06",\N
"S-dceac6","A-417d2f","2023-12-30","Enterprise","4","796.00","9552.00","False","False","False","False","annual","True","2023-07",\N
"S-8cad7b","A-5f2961","2024-12-23","Basic","16","304.00","3648.00","False","False","False","False","annual","True","2024-11",\N
"S-24796e","A-cc8c8f","2024-11-27","Enterprise","23","4577.00","54924.00","False","False","False","False","annual","False","2024-06",\N
"S-d0c344","A-80eeb6","2024-10-27","Pro","22","1078.00","12936.00","False","False","False","False","annual","False","2023-07",\N
"S-477506","A-f03140","2024-02-06","Pro","27","1323.00","15876.00","False","False","False","False","annual","True","2023-12",\N
"S-79a9e1","A-3a5ad8","2024-12-25","Enterprise","22","0.00","0.00","True","False","False","False","annual","True","2023-12",\N
"S-59dc4b","A-f17767","2023-09-17","Pro","26","1274.00","15288.00","False","True","True","False","monthly","True","2023-02",\N
"S-7acd8b","A-7920cc","2024-07-17","Basic","39","741.00","8892.00","False","False","False","False","annual","True","2023-11",\N
"S-428e9a","A-8ae3fc","2024-10-12","Enterprise","88","0.00","0.00","True","False","False","False","monthly","True","2024-07",\N
"S-486088","A-0cc442","2024-09-18","Pro","45","2205.00","26460.00","False","False","False","False","monthly","True","2024-07",\N
"S-13939b","A-86902e","2023-07-21","Pro","34","0.00","0.00","True","False","False","True","monthly","True","2023-07","2024-08-03"
"S-9333c5","A-ef84cf","2024-06-06","Basic","8","152.00","1824.00","False","False","False","True","annual","False","2024-03","2024-08-13"
"S-37e3ad","A-b30291","2024-04-25","Basic","5","95.00","1140.00","False","False","False","False","monthly","True","2024-04",\N
"S-b17d04","A-e19ff6","2024-03-06","Pro","8","392.00","4704.00","False","False","False","False","monthly","True","2023-08",\N
"S-c27134","A-dec005","2024-03-31","Pro","21","0.00","0.00","True","False","False","False","monthly","True","2023-10",\N
"S-3bd427","A-2e3bad","2024-12-04","Basic","61","1159.00","13908.00","False","False","False","True","monthly","True","2023-08","2024-12-27"
"S-82989b","A-f5641b","2024-11-30","Basic","31","589.00","7068.00","False","False","False","False","monthly","True","2024-04",\N
"S-082b15","A-aa9511","2024-02-09","Enterprise","97","19303.00","231636.00","False","False","False","False","annual","True","2023-10",\N
"S-434140","A-075038","2024-02-25","Pro","17","833.00","9996.00","False","False","False","False","annual","True","2023-07",\N
"S-c07ede","A-cea1f0","2024-10-07","Pro","8","392.00","4704.00","False","False","False","False","annual","False","2024-06",\N
"S-287914","A-a1b80b","2024-08-15","Pro","16","784.00","9408.00","False","False","False","False","annual","True","2024-03",\N
"S-b3bd43","A-b2225d","2024-11-03","Pro","50","2450.00","29400.00","False","False","False","False","monthly","False","2024-04",\N
"S-4c82da","A-b9eed8","2024-08-01","Pro","11","539.00","6468.00","False","False","False","False","monthly","False","2024-03",\N
"S-c75159","A-bcf87c","2024-08-22","Enterprise","31","6169.00","74028.00","False","False","False","True","monthly","True","2024-07","2024-09-28"
"S-b5643b","A-9f9299","2024-06-11","Enterprise","28","5572.00","66864.00","False","False","False","False","annual","False","2023-11",\N
"S-49a9aa","A-10b8f2","2023-06-16","Basic","51","969.00","11628.00","False","False","False","False","annual","True","2023-02",\N
"S-2877e6","A-95b24a","2024-06-28","Enterprise","38","0.00","0.00","True","True","True","False","monthly","True","2023-07",\N
"S-8c10c1","A-0651a4","2024-12-25","Enterprise","65","12935.00","155220.00","False","False","False","False","annual","True","2024-10",\N
"S-d7d398","A-fb186e","2024-12-28","Enterprise","29","0.00","0.00","True","False","False","False","annual","True","2024-11",\N
"S-ddad91","A-40906c","2024-06-21","Enterprise","92","0.00","0.00","True","False","False","False","annual","False","2024-05",\N
"S-6762fa","A-40a557","2024-02-12","Enterprise","16","3184.00","38208.00","False","False","False","False","annual","True","2024-01",\N
"S-bb1cf1","A-3a5ad8","2024-09-07","Enterprise","9","0.00","0.00","True","True","False","False","monthly","False","2023-12",\N
"S-a805a5","A-2789e3","2024-09-18","Basic","33","627.00","7524.00","False","False","False","False","monthly","True","2024-09",\N
"S-da0a69","A-49b828","2023-05-11","Pro","6","294.00","3528.00","False","False","False","False","monthly","True","2023-05",\N
"S-59c5d7","A-c16b88","2024-10-19","Basic","35","665.00","7980.00","False","True","False","False","monthly","True","2024-03",\N
"S-d3faae","A-5c9849","2024-11-12","Basic","19","361.00","4332.00","False","False","False","False","monthly","True","2024-11",\N
"S-73a4e4","A-993085","2024-09-09","Pro","31","1519.00","18228.00","False","False","False","False","monthly","True","2023-08",\N
"S-35c8a3","A-e4144b","2024-12-22","Enterprise","41","8159.00","97908.00","False","False","False","False","annual","True","2024-11",\N
"S-99fbf7","A-7dacce","2024-09-10","Enterprise","12","2388.00","28656.00","False","False","False","False","annual","True","2024-09",\N
"S-e97b9f","A-a0ca4e","2024-03-16","Enterprise","12","2388.00","28656.00","False","False","False","False","annual","True","2024-03",\N
"S-763d33","A-ef84cf","2024-07-25","Basic","23","437.00","5244.00","False","False","True","False","annual","False","2024-03",\N
"S-323782","A-7920cc","2024-02-22","Basic","39","741.00","8892.00","False","False","False","False","monthly","True","2023-11",\N
"S-1cff18","A-2789e3","2024-10-03","Basic","11","209.00","2508.00","False","False","False","False","monthly","True","2024-09",\N
"S-ad39ef","A-e40f45","2024-08-25","Pro","21","0.00","0.00","True","True","False","False","annual","True","2024-05",\N
"S-bf806d","A-7c5768","2024-09-21","Basic","62","1178.00","14136.00","False","False","False","False","annual","True","2024-03",\N
"S-36f6ec","A-ccb686","2024-08-16","Pro","21","1029.00","12348.00","False","True","False","False","monthly","True","2024-02",\N
"S-aff55c","A-bb2f49","2024-01-14","Pro","8","0.00","0.00","True","False","False","True","monthly","True","2023-06","2024-12-29"
"S-b9fc6c","A-2ebb4b","2023-06-16","Basic","41","779.00","9348.00","False","False","False","False","annual","True","2023-06",\N
"S-7f8cd8","A-53f4e3","2024-09-18","Enterprise","20","3980.00","47760.00","False","False","False","True","monthly","True","2024-06","2024-11-17"
"S-e912e6","A-a8d89d","2023-12-12","Enterprise","78","15522.00","186264.00","False","False","False","False","monthly","True","2023-12",\N
"S-fef85a","A-7f8241","2024-08-06","Pro","34","1666.00","19992.00","False","False","False","False","annual","True","2023-03",\N
"S-36d5c9","A-54ecc2","2023-09-16","Enterprise","11","2189.00","26268.00","False","False","False","False","monthly","True","2023-08",\N
"S-b9ff15","A-95b24a","2024-01-08","Enterprise","43","8557.00","102684.00","False","False","False","False","annual","False","2023-07",\N
"S-10bd09","A-bbc346","2024-09-03","Basic","50","950.00","11400.00","False","False","False","False","annual","True","2024-08",\N
"S-12bfc8","A-31ab9a","2024-12-06","Enterprise","29","5771.00","69252.00","False","False","False","False","monthly","False","2024-03",\N
"S-f5c472","A-faa28c","2024-07-09","Basic","48","912.00","10944.00","False","False","False","False","monthly","True","2024-02",\N
"S-dbc1ca","A-8adedc","2024-04-24","Enterprise","14","2786.00","33432.00","False","False","False","False","annual","True","2024-02",\N
"S-dc6dfd","A-e08cd3","2024-09-30","Pro","67","3283.00","39396.00","False","False","False","False","monthly","True","2024-09",\N
"S-b2d472","A-bcf87c","2024-08-27","Enterprise","10","1990.00","23880.00","False","False","False","True","annual","False","2024-07","2024-12-11"
"S-9dfce0","A-e6afc1","2024-08-30","Pro","2","98.00","1176.00","False","False","False","False","annual","True","2023-05",\N
"S-9cb6a7","A-7f29a7","2024-12-21","Basic","41","779.00","9348.00","False","False","False","False","monthly","True","2024-09",\N
"S-dabcd2","A-3ce5b8","2024-09-22","Pro","28","0.00","0.00","True","False","False","False","monthly","True","2023-12",\N
"S-8c3cc8","A-b2225d","2024-10-17","Basic","47","0.00","0.00","True","False","False","False","monthly","True","2024-04",\N
"S-2923fc","A-fa3095","2024-07-08","Enterprise","70","13930.00","167160.00","False","False","False","False","annual","True","2023-09",\N
"S-f0a2e5","A-55f257","2024-06-05","Basic","23","0.00","0.00","True","False","False","False","annual","True","2024-01",\N
"S-025bea","A-9affe6","2024-06-25","Pro","17","833.00","9996.00","False","True","False","False","monthly","True","2023-04",\N
"S-0e499f","A-296d7c","2024-08-17","Pro","16","784.00","9408.00","False","False","False","False","annual","False","2024-01",\N
"S-0267b7","A-65a46c","2024-10-17","Enterprise","13","0.00","0.00","True","False","False","True","monthly","True","2024-03","2024-12-04"
"S-b5b9a5","A-812c5b","2024-07-25","Basic","55","1045.00","12540.00","False","False","False","False","monthly","True","2024-04",\N
"S-8e45ba","A-7f8241","2023-12-13","Basic","34","646.00","7752.00","False","False","False","False","annual","False","2023-03",\N
"S-37ed34","A-d4ac0e","2024-07-07","Enterprise","20","3980.00","47760.00","False","False","False","False","annual","True","2024-05",\N
"S-65dbf3","A-17939a","2024-12-28","Basic","36","684.00","8208.00","False","False","False","False","monthly","True","2024-12",\N
"S-ce5450","A-0a282f","2024-12-25","Pro","8","0.00","0.00","True","False","False","True","annual","True","2024-08","2024-12-28"
"S-6c969d","A-855a48","2024-05-08","Basic","14","266.00","3192.00","False","False","False","False","monthly","False","2024-01",\N
"S-522aef","A-f3ff05","2024-08-22","Pro","4","196.00","2352.00","False","False","False","False","annual","True","2024-08",\N
"S-82db05","A-417d2f","2024-12-09","Pro","26","1274.00","15288.00","False","False","False","False","monthly","True","2023-07",\N
"S-162596","A-462d45","2024-02-29","Pro","18","0.00","0.00","True","False","False","False","monthly","True","2024-01",\N
"S-f703bd","A-202b67","2024-09-04","Pro","11","539.00","6468.00","False","False","False","False","monthly","True","2024-03",\N
"S-a1d6ad","A-eafc6e","2024-09-01","Pro","27","1323.00","15876.00","False","False","False","False","monthly","True","2023-08",\N
"S-8b1fc1","A-309e54","2024-12-26","Basic","15","0.00","0.00","True","False","False","False","monthly","True","2024-12",\N
"S-09cdac","A-82861f","2024-07-31","Basic","41","779.00","9348.00","False","False","False","True","annual","True","2024-05","2024-09-04"
"S-fa5301","A-ba6516","2024-03-14","Pro","55","0.00","0.00","True","False","False","False","monthly","False","2024-01",\N
"S-69937b","A-08e34e","2024-08-08","Pro","14","686.00","8232.00","False","False","False","False","annual","False","2024-07",\N
"S-f2537d","A-e43bf7","2024-01-24","Pro","44","2156.00","25872.00","False","False","False","False","monthly","True","2023-05",\N
"S-27f7b2","A-a1b80b","2024-04-03","Basic","38","722.00","8664.00","False","False","False","False","annual","True","2024-03",\N
"S-9c2b8e","A-443f6f","2024-12-26","Basic","19","361.00","4332.00","False","True","False","False","annual","True","2024-12",\N
"S-a4f26d","A-32728c","2023-05-21","Pro","20","980.00","11760.00","False","False","False","False","monthly","True","2023-04",\N
"S-0cb6ed","A-ac85cd","2024-11-09","Pro","53","2597.00","31164.00","False","False","False","True","annual","True","2024-08","2024-12-18"
"S-367dee","A-e19ff6","2024-06-29","Pro","1","49.00","588.00","False","False","False","False","annual","True","2023-08",\N
"S-3b9ad8","A-6e08f3","2024-12-24","Enterprise","28","5572.00","66864.00","False","False","False","False","monthly","False","2023-07",\N
"S-c9f8c1","A-544d0a","2024-07-23","Enterprise","5","995.00","11940.00","False","False","True","False","monthly","True","2024-05",\N
"S-57cd05","A-8b0451","2024-10-26","Basic","41","779.00","9348.00","False","False","False","False","annual","True","2024-09",\N
"S-e505c1","A-8ae3fc","2024-09-17","Pro","34","1666.00","19992.00","False","False","False","False","annual","True","2024-07",\N
"S-121b4d","A-8ae3fc","2024-11-22","Basic","9","171.00","2052.00","False","False","False","False","annual","True","2024-07",\N
"S-72b4f2","A-4437e4","2024-02-06","Pro","49","2401.00","28812.00","False","False","False","False","annual","True","2023-11",\N
"S-c9b0cc","A-4d1e75","2024-10-11","Enterprise","38","7562.00","90744.00","False","False","False","False","monthly","True","2024-09",\N
"S-27c993","A-098560","2024-11-17","Enterprise","4","796.00","9552.00","False","False","False","False","monthly","True","2023-12",\N
"S-8b9889","A-ac9111","2024-08-18","Pro","21","1029.00","12348.00","False","False","False","False","monthly","True","2023-09",\N
"S-2214c6","A-3c1a3f","2024-10-07","Pro","82","4018.00","48216.00","False","False","False","False","monthly","True","2023-08",\N
"S-ce695e","A-cb6cc6","2024-05-25","Enterprise","13","0.00","0.00","True","False","False","False","annual","False","2023-04",\N
"S-066d80","A-9b9fe9","2024-08-17","Pro","5","245.00","2940.00","False","False","False","False","monthly","True","2023-10",\N
"S-228457","A-029f69","2024-05-24","Enterprise","24","4776.00","57312.00","False","False","False","False","annual","True","2024-05",\N
"S-e50612","A-c7e58b","2024-07-15","Basic","13","247.00","2964.00","False","False","False","False","annual","False","2023-08",\N
"S-64fba3","A-00bed1","2024-07-16","Enterprise","28","5572.00","66864.00","False","False","False","False","annual","True","2023-11",\N
"S-2372d2","A-cea1f0","2024-12-22","Enterprise","21","4179.00","50148.00","False","False","False","False","annual","False","2024-06",\N
"S-2661dc","A-c37cab","2024-08-07","Pro","20","0.00","0.00","True","False","False","False","monthly","True","2024-07",\N
"S-427275","A-4c38bc","2024-07-14","Enterprise","36","7164.00","85968.00","False","False","False","False","annual","True","2024-03",\N
"S-628729","A-157070","2024-10-05","Enterprise","23","4577.00","54924.00","False","False","True","False","monthly","True","2023-12",\N
"S-e260ff","A-bcf87c","2024-12-09","Enterprise","21","4179.00","50148.00","False","False","False","False","annual","True","2024-07",\N
"S-89c03a","A-8ae3fc","2024-09-20","Pro","9","441.00","5292.00","False","False","False","False","monthly","True","2024-07",\N
"S-86455a","A-1b9609","2023-12-01","Pro","12","588.00","7056.00","False","False","False","False","monthly","True","2023-12",\N
"S-3660bb","A-474ad4","2024-12-14","Enterprise","10","0.00","0.00","True","False","False","False","monthly","False","2023-12",\N
"S-6bf7d7","A-9bfc9f","2024-03-23","Pro","53","2597.00","31164.00","False","False","True","False","annual","False","2023-09",\N
"S-feccd8","A-812c5b","2024-12-22","Enterprise","55","10945.00","131340.00","False","False","False","False","monthly","True","2024-04",\N
"S-0e4b0c","A-39b19f","2023-02-28","Pro","24","1176.00","14112.00","False","False","True","True","annual","True","2023-02","2023-06-15"
"S-0e0578","A-de58ca","2023-07-09","Basic","15","285.00","3420.00","False","False","False","False","monthly","True","2023-04",\N
"S-74538d","A-e60f9d","2024-11-13","Pro","46","2254.00","27048.00","False","False","False","False","annual","True","2024-09",\N
"S-c2a6cb","A-9affe6","2023-10-19","Enterprise","7","1393.00","16716.00","False","True","False","False","annual","False","2023-04",\N
"S-1bd2ec","A-e60f9d","2024-12-25","Basic","38","722.00","8664.00","False","False","False","True","annual","True","2024-09","2024-12-28"
"S-3cc352","A-d27f50","2024-08-06","Pro","44","2156.00","25872.00","False","False","False","False","monthly","True","2024-07",\N
"S-124207","A-fdfc91","2023-08-31","Basic","29","551.00","6612.00","False","False","False","False","annual","True","2023-07",\N
"S-76e7d9","A-712f1c","2024-02-09","Enterprise","44","8756.00","105072.00","False","False","False","False","monthly","True","2024-01",\N
"S-44f453","A-19b2c8","2024-02-10","Enterprise","20","3980.00","47760.00","False","False","False","False","monthly","True","2023-06",\N
"S-03a97f","A-f51f16","2024-03-15","Pro","60","2940.00","35280.00","False","False","False","False","annual","True","2024-02",\N
"S-80c01c","A-d3c88e","2024-12-16","Basic","16","304.00","3648.00","False","True","False","False","annual","True","2024-10",\N
"S-666181","A-eb1312","2024-10-09","Basic","71","1349.00","16188.00","False","False","False","False","annual","True","2024-09",\N
"S-401496","A-68f37c","2023-08-13","Enterprise","4","796.00","9552.00","False","True","False","True","monthly","True","2023-07","2024-06-22"
"S-ca0c98","A-fda07f","2024-11-28","Pro","7","343.00","4116.00","False","False","False","False","monthly","True","2024-08",\N
"S-017e33","A-f9cc74","2024-11-08","Basic","53","1007.00","12084.00","False","False","False","True","monthly","True","2024-10","2024-11-25"
