CohortMonth,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2023-01,1.0,0.5,0.5,0.5,,,1.0,,,0.5,0.5,,,,,,0.5,,0.5,,1.0,0.5,
2023-02,1.0,0.5,0.5,0.375,0.5,0.25,0.375,0.375,0.625,0.25,0.375,0.625,0.375,0.625,0.5,0.375,,0.5,0.375,0.25,0.25,0.5,0.375
2023-03,1.0,0.45454545454545453,0.36363636363636365,0.18181818181818182,0.36363636363636365,0.18181818181818182,0.09090909090909091,0.5454545454545454,0.36363636363636365,0.36363636363636365,0.45454545454545453,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.5454545454545454,0.5454545454545454,0.18181818181818182,0.36363636363636365,0.5454545454545454,0.45454545454545453,0.2727272727272727,0.5454545454545454,
2023-04,1.0,0.3333333333333333,0.26666666666666666,0.4666666666666667,0.26666666666666666,0.3333333333333333,0.3333333333333333,0.2,0.3333333333333333,0.26666666666666666,0.3333333333333333,0.4,0.13333333333333333,0.4666666666666667,0.4,0.26666666666666666,0.2,0.5333333333333333,0.6666666666666666,0.4666666666666667,0.3333333333333333,,
2023-05,1.0,0.35714285714285715,0.5,0.6428571428571429,0.35714285714285715,0.2857142857142857,0.2857142857142857,0.21428571428571427,0.35714285714285715,0.5,0.5,0.35714285714285715,0.2857142857142857,0.35714285714285715,0.5,0.42857142857142855,0.42857142857142855,0.35714285714285715,0.2857142857142857,0.35714285714285715,,,
2023-06,1.0,0.23809523809523808,0.38095238095238093,0.2857142857142857,0.47619047619047616,0.6666666666666666,0.47619047619047616,0.3333333333333333,0.3333333333333333,0.38095238095238093,0.2857142857142857,0.42857142857142855,0.5238095238095238,0.5238095238095238,0.5714285714285714,0.38095238095238093,0.47619047619047616,0.3333333333333333,0.47619047619047616,,,,
2023-07,1.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.5,0.5555555555555556,0.3888888888888889,0.5555555555555556,0.4444444444444444,0.3888888888888889,0.4444444444444444,0.2222222222222222,0.3333333333333333,0.3888888888888889,0.6666666666666666,0.3888888888888889,0.2777777777777778,0.5,,,,,
2023-08,1.0,0.37037037037037035,0.25925925925925924,0.4444444444444444,0.37037037037037035,0.3333333333333333,0.25925925925925924,0.4444444444444444,0.48148148148148145,0.3333333333333333,0.25925925925925924,0.5185185185185185,0.4074074074074074,0.5185185185185185,0.5185185185185185,0.3333333333333333,0.2962962962962963,,,,,,
2023-09,1.0,0.4666666666666667,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.4666666666666667,0.6,0.4,0.2,0.5333333333333333,0.6666666666666666,0.5333333333333333,0.4,0.3333333333333333,0.4666666666666667,0.6666666666666666,,,,,,,
2023-10,1.0,0.5555555555555556,0.6666666666666666,0.5,0.3333333333333333,0.6111111111111112,0.3333333333333333,0.5,0.3888888888888889,0.3888888888888889,0.5,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.3888888888888889,,,,,,,,
2023-11,1.0,0.5,0.5454545454545454,0.5,0.5454545454545454,0.5,0.5909090909090909,0.4090909090909091,0.5909090909090909,0.36363636363636365,0.45454545454545453,0.5,0.45454545454545453,0.6363636363636364,,,,,,,,,
2023-12,1.0,0.45,0.7,0.55,0.6,0.55,0.4,0.7,0.35,0.7,0.75,0.65,0.5,,,,,,,,,,
2024-01,1.0,0.5769230769230769,0.6153846153846154,0.5384615384615384,0.5384615384615384,0.5,0.5769230769230769,0.4230769230769231,0.46153846153846156,0.38461538461538464,0.6153846153846154,0.5384615384615384,,,,,,,,,,,
2024-02,1.0,0.6111111111111112,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.7222222222222222,0.5,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.6111111111111112,,,,,,,,,,,,
2024-03,1.0,0.56,0.72,0.52,0.72,0.76,0.52,0.56,0.56,0.68,,,,,,,,,,,,,
2024-04,1.0,0.5909090909090909,0.7272727272727273,0.5909090909090909,0.6818181818181818,0.6363636363636364,0.6818181818181818,0.6363636363636364,0.6818181818181818,,,,,,,,,,,,,,
2024-05,1.0,0.5714285714285714,0.6071428571428571,0.5714285714285714,0.6428571428571429,0.75,0.8571428571428571,0.6428571428571429,,,,,,,,,,,,,,,
2024-06,1.0,0.7407407407407407,0.6296296296296297,0.5925925925925926,0.6666666666666666,0.8148148148148148,0.7407407407407407,,,,,,,,,,,,,,,,
2024-07,1.0,0.9642857142857143,0.7142857142857143,0.8571428571428571,0.7857142857142857,0.8214285714285714,,,,,,,,,,,,,,,,,
2024-08,1.0,0.8,0.85,0.8,0.85,,,,,,,,,,,,,,,,,,
2024-09,1.0,0.9032258064516129,0.8709677419354839,0.967741935483871,,,,,,,,,,,,,,,,,,,
2024-10,1.0,0.9565217391304348,0.9565217391304348,,,,,,,,,,,,,,,,,,,,
2024-11,1.0,1.0,,,,,,,,,,,,,,,,,,,,,
2024-12,1.0,,,,,,,,,,,,,,,,,,,,,,
